customer_id,health_score,health_status,days_since_last_order,total_orders,total_spend,lifecycle_stage,lifecycle_reason,health_reason
CUST05687,95,CHAMPION,33,12,21905.3,CHAMPION,Highly valuable customer with strong purchasing behaviour and advocacy potential.,Strong purchasing behaviour with consistent engagement.
CUST05688,33,DORMANT,134,5,3109.9,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Immediate intervention recommended due to prolonged inactivity.
CUST05689,63,ENGAGED,90,3,4822.2,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST05690,73,ENGAGED,40,5,8903.1,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST05691,33,DORMANT,121,5,4383.75,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Immediate intervention recommended due to prolonged inactivity.
CUST05692,25,DORMANT,153,3,2750.7,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Immediate intervention recommended due to prolonged inactivity.
CUST05693,73,ENGAGED,58,4,5718.5,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST05694,41,AT_RISK,203,7,8017.3,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Declining activity suggests a retention campaign may be beneficial.
CUST05695,96,CHAMPION,30,9,7000.2,CHAMPION,Highly valuable customer with strong purchasing behaviour and advocacy potential.,Strong purchasing behaviour with consistent engagement.
CUST05696,81,LOYAL,50,6,9125.0,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05697,73,ENGAGED,41,4,5290.2,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST05698,73,ENGAGED,38,4,3623.9,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST05699,25,DORMANT,206,3,1486.2,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Immediate intervention recommended due to prolonged inactivity.
CUST05700,63,ENGAGED,71,5,3769.6,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST05701,81,LOYAL,48,6,4130.55,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05702,63,ENGAGED,73,5,4549.8,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST05703,81,LOYAL,36,9,7657.099999999999,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05704,33,DORMANT,354,5,4641.0,LOST,Customer appears disengaged and may require aggressive win-back strategies or suppression.,Immediate intervention recommended due to prolonged inactivity.
CUST05705,33,DORMANT,136,3,3226.8,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Immediate intervention recommended due to prolonged inactivity.
CUST05706,63,ENGAGED,98,8,11969.0,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST05707,73,ENGAGED,37,1,1278.4,NEW,Recently acquired customer beginning their relationship with the brand.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST05708,78,LOYAL,70,10,10922.15,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05709,88,LOYAL,59,8,11894.5,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05710,33,DORMANT,198,5,4845.0,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Immediate intervention recommended due to prolonged inactivity.
CUST05711,81,LOYAL,47,6,4906.45,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05712,73,ENGAGED,33,4,3595.35,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST05713,63,ENGAGED,65,4,3010.35,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST05714,88,LOYAL,36,10,10845.05,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05715,81,LOYAL,33,7,6106.8,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05716,95,CHAMPION,37,12,16108.4,CHAMPION,Highly valuable customer with strong purchasing behaviour and advocacy potential.,Strong purchasing behaviour with consistent engagement.
CUST05717,95,CHAMPION,34,12,14982.4,CHAMPION,Highly valuable customer with strong purchasing behaviour and advocacy potential.,Strong purchasing behaviour with consistent engagement.
CUST05718,88,LOYAL,36,9,8325.65,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05719,73,ENGAGED,52,4,2956.05,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST05720,40,AT_RISK,97,4,2744.6,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Declining activity suggests a retention campaign may be beneficial.
CUST05721,65,ENGAGED,40,4,2059.9,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST05722,41,AT_RISK,138,8,6242.6,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Declining activity suggests a retention campaign may be beneficial.
CUST05723,55,AT_RISK,65,2,1325.0,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Declining activity suggests a retention campaign may be beneficial.
CUST05724,85,LOYAL,69,12,11488.35,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05725,88,LOYAL,36,10,7393.2,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05726,33,DORMANT,190,5,9720.1,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Immediate intervention recommended due to prolonged inactivity.
CUST05727,25,DORMANT,200,3,1791.2,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Immediate intervention recommended due to prolonged inactivity.
CUST05728,81,LOYAL,54,6,7259.25,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05729,25,DORMANT,445,1,501.6,LOST,Customer appears disengaged and may require aggressive win-back strategies or suppression.,Immediate intervention recommended due to prolonged inactivity.
CUST05730,33,DORMANT,137,4,4888.8,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Immediate intervention recommended due to prolonged inactivity.
CUST05731,65,ENGAGED,39,4,2066.9,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST05732,81,LOYAL,34,6,6731.65,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05733,65,ENGAGED,32,3,2465.6,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST05734,65,ENGAGED,42,4,1937.3,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST05735,33,DORMANT,226,4,2517.05,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Immediate intervention recommended due to prolonged inactivity.
CUST05736,41,AT_RISK,164,7,9249.85,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Declining activity suggests a retention campaign may be beneficial.
CUST05737,48,AT_RISK,121,9,9858.95,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Declining activity suggests a retention campaign may be beneficial.
CUST05738,73,ENGAGED,39,4,6345.0,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST05739,41,AT_RISK,148,7,7337.4,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Declining activity suggests a retention campaign may be beneficial.
CUST05740,85,LOYAL,66,12,14705.65,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05741,73,ENGAGED,41,5,3932.7,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST05742,63,ENGAGED,95,11,12278.7,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST05743,100,CHAMPION,30,10,11799.45,CHAMPION,Highly valuable customer with strong purchasing behaviour and advocacy potential.,Strong purchasing behaviour with consistent engagement.
CUST05744,88,LOYAL,42,10,10508.9,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05745,73,ENGAGED,40,3,3063.1,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST05746,65,ENGAGED,39,4,2089.4,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST05747,33,DORMANT,190,4,3942.2,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Immediate intervention recommended due to prolonged inactivity.
CUST05748,41,AT_RISK,170,7,5253.55,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Declining activity suggests a retention campaign may be beneficial.
CUST05749,41,AT_RISK,254,7,5882.15,LOST,Customer appears disengaged and may require aggressive win-back strategies or suppression.,Declining activity suggests a retention campaign may be beneficial.
CUST05750,41,AT_RISK,257,10,7143.55,LOST,Customer appears disengaged and may require aggressive win-back strategies or suppression.,Declining activity suggests a retention campaign may be beneficial.
CUST05751,48,AT_RISK,184,7,12550.9,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Declining activity suggests a retention campaign may be beneficial.
CUST05752,81,LOYAL,60,8,5139.3,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05753,55,AT_RISK,63,2,1149.0,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Declining activity suggests a retention campaign may be beneficial.
CUST05754,56,AT_RISK,98,6,7507.4,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Declining activity suggests a retention campaign may be beneficial.
CUST05755,80,LOYAL,31,5,6176.75,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST05756,65,ENGAGED,41,3,2149.2,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST05757,81,LOYAL,59,6,7251.05,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
